iter	Passed	Remaining
436	690153	889145
437	691792	887642
438	693357	886044
439	695055	884616
440	696689	883105
441	698223	881467
442	699730	879796
443	701313	878221
444	702892	876640
445	704410	874984
446	705959	873368
447	707476	871711
448	708975	870034
449	710513	868405
450	712002	866716
451	713504	865045
452	714965	863324
453	716358	861523
454	717869	859865
455	719468	858313
456	720930	856598
457	722426	854923
458	723883	853204
459	725376	851529
460	726880	849866
461	728442	848272
462	729960	846628
463	731567	845086
464	733125	843488
465	734484	841662
466	735913	839917
467	737370	838207
468	739103	836810
469	740644	835194
470	742262	833666
471	743877	832133
472	745373	830469
473	746964	828909
474	748614	827415
475	750125	825768
476	751700	824191
477	753288	822628
478	754861	821049
479	756461	819499
480	758000	817883
481	759618	816353
482	761176	814758
483	762818	813253
484	764379	811661
485	765931	810059
486	767483	808458
487	768950	806767
488	770520	805185
489	772315	803838
490	773874	802244
491	775414	800631
492	776982	799046
493	778516	797427
494	780096	795856
495	781697	794305
496	783178	792633
497	784681	790983
498	786181	789333
499	787744	787744
500	789352	786201
501	790891	784589
502	792507	783054
503	794068	781463
504	795565	779812
505	796990	778089
506	798582	776530
507	800248	775043
508	801684	773334
509	803225	771726
510	804609	769968
511	806129	768341
512	807759	766820
513	809331	765243
514	810913	763675
515	812586	762193
516	814388	760831
517	815959	759251
518	817589	757727
519	819023	756021
520	820655	754499
521	822414	753092
522	823859	751397
523	825388	749780
524	827086	748315
525	828641	746722
526	829976	744931
527	831434	743251
528	832737	741435
529	834381	739922
530	835846	738252
531	837351	736617
532	839031	735136
533	840558	733521
534	841975	731810
535	843546	730234
536	845044	728595
537	846560	726971
538	848154	725416
539	849847	723944
540	851122	722116
541	852597	720460
542	854059	718794
543	855363	716995
544	856854	715355
545	858353	713722
546	859766	712018
547	861017	710182
548	862466	708510
549	863973	706887
550	865392	705193
551	866857	703536
552	868252	701824
553	869688	700145
554	871239	698561
555	872666	696877
556	873887	695030
557	875320	693353
558	876493	691473
559	878027	689878
560	879479	688219
561	881178	686754
562	882614	685084
563	884339	683638
564	885772	681966
565	887451	680483
566	888801	678749
567	890270	677107
568	891840	675542
569	893238	673846
570	894663	672172
571	896144	670542
572	897543	668850
573	898898	667126
574	900306	665443
575	901821	663840
576	903229	662159
577	904594	660447
578	905985	658756
579	907360	657054
580	908600	655255
581	910102	653647
582	911552	652002
583	912974	650337
584	914233	648558
585	915475	646769
586	917022	645196
587	918377	643488
588	919561	641663
589	920900	639947
590	922216	638217
591	923348	636361
592	924662	634633
593	925848	632818
594	926968	630961
595	928153	629151
596	929384	627373
597	930595	625584
598	931829	623812
599	933127	622085
600	934412	620350
601	935757	618657
602	936980	616884
603	938342	615204
604	939606	613462
605	940923	611755
606	942249	610056
607	943568	608353
608	944872	606642
609	946005	604823
610	947338	603133
611	948225	601162
612	949172	599232
613	950159	597331
614	951122	595418
615	952171	593561
616	953204	591697
617	954125	589766
618	955119	587884
619	956114	586005
620	957161	584161
621	958153	582286
622	959153	580418
623	960117	578532
624	961066	576639
625	962064	574779
626	963053	572916
627	964022	571045
628	964976	569167
629	965948	567302
630	966876	565415
631	967850	563558
632	968818	561700
633	969771	559836
634	970669	557943
635	971828	556203
636	973141	554553
637	974383	552863
638	975668	551199
639	976862	549484
640	978087	547790
641	979479	546189
642	980937	544626
643	982177	542943
644	983313	541203
645	984381	539429
646	985583	537729
647	986823	536052
648	988005	534345
649	989179	532635
650	990445	530976
651	991680	529302
652	992962	527653
653	994238	526004
654	995433	524312
655	996717	522668
656	997961	521005
657	999245	519364
658	1000480	517699
659	1001745	516050
660	1002899	514346
661	1004165	512700
662	1005346	511013
663	1006549	509338
664	1007856	507717
665	1009069	506049
666	1010226	504355
667	1011430	502687
668	1012598	501001
669	1013869	499368
670	1015048	497691
671	1016271	496037
672	1017656	494462
673	1018922	492832
674	1020155	491186
675	1021423	489557
676	1022657	487914
677	1023862	486259
678	1024998	484571
679	1026205	482920
680	1027465	481294
681	1028791	479700
682	1030019	478061
683	1031371	476481
684	1032648	474867
685	1033885	473236
686	1034949	471527
687	1036119	469868
688	1037296	468213
689	1038558	466598
690	1039780	464966
691	1040970	463322
692	1042219	461704
693	1043485	460095
694	1044677	458455
695	1045901	456830
696	1047087	455190
697	1048058	453458
698	1049069	451745
699	1050295	450126
700	1051549	448521
701	1052752	446894
702	1054017	445296
703	1055265	443691
704	1056442	442057
705	1057668	440445
706	1058811	438800
707	1059810	437097
708	1060780	435383
709	1061690	433648
710	1062852	432017
711	1064209	430466
712	1065491	428886
713	1066721	427286
714	1068017	425713
715	1069188	424091
716	1070097	422367
717	1071311	420765
718	1072531	419167
719	1073876	417618
720	1075126	416033
721	1076417	414465
722	1077762	412918
723	1078835	411268
724	1080146	409710
725	1081426	408141
726	1082713	406575
727	1083921	404981
728	1085201	403415
729	1086393	401816
730	1087652	400244
731	1088907	398671
732	1090135	397088
733	1091393	395518
734	1092665	393954
735	1093982	392406
736	1095521	390939
737	1096411	389240
738	1097662	387672
739	1098624	386003
740	1100031	384491
741	1101335	382944
742	1102224	381253
743	1103219	379602
744	1104119	377920
745	1104997	376232
746	1105890	374551
747	1106780	372872
748	1107691	371202
749	1108575	369525
750	1109543	367877
751	1110389	366192
752	1111352	364547
753	1112356	362917
754	1113339	361282
755	1114286	359637
756	1115168	357973
757	1116124	356335
758	1117109	354708
759	1118067	353073
760	1119019	351439
761	1119912	349788
762	1120865	348158
763	1121830	346533
764	1122705	344883
765	1123684	343266
766	1124512	341605
767	1125483	339989
768	1126465	338379
769	1127349	336740
770	1128305	335125
771	1129154	333480
772	1130076	331859
773	1131060	330258
774	1131935	328626
775	1132925	327030
776	1133990	325456
777	1134937	323850
778	1135836	322233
779	1136723	320614
780	1137574	318986
781	1138359	317343
782	1139270	315736
783	1140212	314140
784	1141294	312583
785	1142498	311061
786	1143765	309557
787	1145077	308066
788	1146336	306561
789	1147591	305055
790	1148850	303552
791	1150050	302033
792	1151285	300524
793	1152632	299045
794	1153907	297548
795	1155258	296071
796	1156551	294579
797	1157760	293067
798	1158906	291539
799	1160125	290031
800	1161418	288542
801	1162702	287051
802	1164008	285566
803	1165293	284076
804	1166273	282513
805	1167278	280957
806	1168254	279396
807	1169222	277835
808	1170193	276275
809	1171091	274700
810	1172053	273141
811	1173050	271592
812	1174091	270055
813	1175272	268551
814	1176508	267060
815	1177700	265559
816	1178949	264073
817	1180241	262596
818	1181370	261084
819	1182487	259570
820	1183654	258068
821	1184792	256560
822	1186013	255072
823	1187161	253568
824	1188208	252044
825	1189468	250565
826	1190547	249050
827	1191748	247561
828	1193007	246084
829	1194236	244602
830	1195483	243124
831	1196746	241650
832	1197965	240168
833	1199188	238687
834	1200432	237211
835	1201268	235655
836	1202494	234177
837	1203609	232678
838	1204870	231208
839	1206127	229738
840	1207417	228275
841	1208669	226804
842	1209853	225322
843	1211100	223852
844	1212358	222385
845	1213558	220907
846	1214790	219436
847	1215975	217957
848	1217243	216494
849	1218489	215027
850	1219788	213570
851	1221078	212112
852	1222271	210637
853	1223470	209164
854	1224756	207707
855	1226080	206256
856	1227364	204799
857	1228609	203336
858	1229765	201859
859	1230941	200385
860	1232131	198915
861	1233079	197407
862	1234168	195922
863	1235384	194458
864	1236621	192998
865	1237827	191534
866	1239052	190073
867	1240068	188581
868	1241332	187128
869	1242508	185662
870	1243774	184210
871	1244970	182747
872	1246204	181292
873	1247484	179843
874	1248714	178387
875	1249825	176915
876	1251033	175458
877	1252251	174003
878	1253530	172556
879	1254810	171110
880	1256072	169662
881	1257006	168170
882	1258231	166719
883	1259542	165279
884	1260738	163824
885	1261937	162371
886	1263181	160923
887	1264462	159481
888	1265658	158029
889	1266879	156580
890	1268113	155134
891	1269313	153683
892	1270535	152236
893	1271834	150799
894	1273057	149353
895	1274329	147913
896	1275435	146454
897	1276609	145004
898	1277836	143561
899	1279054	142117
900	1280363	140683
901	1281694	139252
902	1282905	137809
903	1284165	136371
904	1285409	134932
905	1286549	133483
906	1287790	132044
907	1288890	130592
908	1290031	129145
909	1291495	127730
910	1293074	126326
911	1294544	124912
912	1295839	123480
913	1297066	122043
914	1298286	120605
915	1299551	119172
916	1300985	117755
917	1302285	116326
918	1303514	114890
919	1304713	113453
920	1305901	112015
921	1307163	110584
922	1308364	109148
923	1309553	107712
924	1310756	106277
925	1312054	104851
926	1313310	103421
927	1314503	101987
928	1315748	100557
929	1317005	99129
930	1318160	97693
931	1319426	96267
932	1320633	94836
933	1321431	93377
934	1322648	91948
935	1323427	90490
936	1324245	89036
937	1325040	87582
938	1326156	86150
939	1327367	84725
940	1328544	83298
941	1329755	81874
942	1331018	80453
943	1332302	79034
944	1333462	77608
945	1334735	76189
946	1336097	74776
947	1337367	73357
948	1338722	71943
949	1340104	70531
950	1341397	69115
951	1342688	67698
952	1343995	66283
953	1345238	64864
954	1346528	63448
955	1347726	62029
956	1348922	60609
957	1350151	59192
958	1351414	57776
959	1352522	56355
960	1353764	54939
961	1355087	53527
962	1356324	52112
963	1357496	50694
964	1358700	49279
965	1359938	47865
966	1361150	46450
967	1362359	45036
968	1363605	43624
969	1364829	42211
970	1365961	40795
971	1367159	39383
972	1368495	37974
973	1369689	36562
974	1370903	35151
975	1372132	33740
976	1373351	32330
977	1374519	30919
978	1375774	29510
979	1377117	28104
980	1378395	26696
981	1379610	25288
982	1380973	23882
983	1382181	22474
984	1383350	21066
985	1384492	19658
986	1385705	18251
987	1386965	16845
988	1388152	15439
989	1389333	14033
990	1390677	12629
991	1391926	11225
992	1393183	9821
993	1394473	8417
994	1395569	7012
995	1396931	5610
996	1398053	4206
997	1399268	2804
998	1400763	1402
999	1402105	0
